0 -1 -1
0 -1 -0.959184
0 -1 -0.918367
0 -1 -0.877551
0 -1 -0.836735
0 -1 -0.795918
0 -1 -0.755102
0 -1 -0.714286
0 -1 -0.673469
0 -1 -0.632653
0 -1 -0.591837
0 -1 -0.55102
0 -1 -0.510204
0 -1 -0.469388
0 -1 -0.428571
0 -1 -0.387755
0 -1 -0.346939
0 -1 -0.306122
0 -1 -0.265306
0 -1 -0.22449
0 -1 -0.183673
0 -1 -0.142857
0 -1 -0.102041
0 -1 -0.0612245
0 -1 -0.0204082
0 -1 0.0204082
0 -1 0.0612245
0 -1 0.102041
0 -1 0.142857
0 -1 0.183673
0 -1 0.22449
0 -1 0.265306
0 -1 0.306122
0 -1 0.346939
0 -1 0.387755
0 -1 0.428571
0 -1 0.469388
0 -1 0.510204
0 -1 0.55102
0 -1 0.591837
0 -1 0.632653
0 -1 0.673469
0 -1 0.714286
0 -1 0.755102
0 -1 0.795918
0 -1 0.836735
0 -1 0.877551
0 -1 0.918367
0 -1 0.959184
0 -1 1
0 -0.959184 -1
0 -0.959184 -0.959184
0 -0.959184 -0.918367
0 -0.959184 -0.877551
0 -0.959184 -0.836735
0 -0.959184 -0.795918
0 -0.959184 -0.755102
0 -0.959184 -0.714286
0 -0.959184 -0.673469
0 -0.959184 -0.632653
0 -0.959184 -0.591837
0 -0.959184 -0.55102
0 -0.959184 -0.510204
0 -0.959184 -0.469388
0 -0.959184 -0.428571
0 -0.959184 -0.387755
0 -0.959184 -0.346939
0 -0.959184 -0.306122
0 -0.959184 -0.265306
0 -0.959184 -0.22449
0 -0.959184 -0.183673
0 -0.959184 -0.142857
0 -0.959184 -0.102041
0 -0.959184 -0.0612245
0 -0.959184 -0.0204082
0 -0.959184 0.0204082
0 -0.959184 0.0612245
0 -0.959184 0.102041
0 -0.959184 0.142857
0 -0.959184 0.183673
0 -0.959184 0.22449
0 -0.959184 0.265306
0 -0.959184 0.306122
0 -0.959184 0.346939
0 -0.959184 0.387755
0 -0.959184 0.428571
0 -0.959184 0.469388
0 -0.959184 0.510204
0 -0.959184 0.55102
0 -0.959184 0.591837
0 -0.959184 0.632653
0 -0.959184 0.673469
0 -0.959184 0.714286
0 -0.959184 0.755102
0 -0.959184 0.795918
0 -0.959184 0.836735
0 -0.959184 0.877551
0 -0.959184 0.918367
0 -0.959184 0.959184
0 -0.959184 1
0 -0.918367 -1
0 -0.918367 -0.959184
0 -0.918367 -0.918367
0 -0.918367 -0.877551
0 -0.918367 -0.836735
0 -0.918367 -0.795918
0 -0.918367 -0.755102
0 -0.918367 -0.714286
0 -0.918367 -0.673469
0 -0.918367 -0.632653
0 -0.918367 -0.591837
0 -0.918367 -0.55102
0 -0.918367 -0.510204
0 -0.918367 -0.469388
0 -0.918367 -0.428571
0 -0.918367 -0.387755
0 -0.918367 -0.346939
0 -0.918367 -0.306122
0 -0.918367 -0.265306
0 -0.918367 -0.22449
0 -0.918367 -0.183673
0 -0.918367 -0.142857
0 -0.918367 -0.102041
0 -0.918367 -0.0612245
0 -0.918367 -0.0204082
0 -0.918367 0.0204082
0 -0.918367 0.0612245
0 -0.918367 0.102041
0 -0.918367 0.142857
0 -0.918367 0.183673
0 -0.918367 0.22449
0 -0.918367 0.265306
0 -0.918367 0.306122
0 -0.918367 0.346939
0 -0.918367 0.387755
0 -0.918367 0.428571
0 -0.918367 0.469388
0 -0.918367 0.510204
0 -0.918367 0.55102
0 -0.918367 0.591837
0 -0.918367 0.632653
0 -0.918367 0.673469
0 -0.918367 0.714286
0 -0.918367 0.755102
0 -0.918367 0.795918
0 -0.918367 0.836735
0 -0.918367 0.877551
0 -0.918367 0.918367
0 -0.918367 0.959184
0 -0.918367 1
0 -0.877551 -1
0 -0.877551 -0.959184
0 -0.877551 -0.918367
0 -0.877551 -0.877551
0 -0.877551 -0.836735
0 -0.877551 -0.795918
0 -0.877551 -0.755102
0 -0.877551 -0.714286
0 -0.877551 -0.673469
0 -0.877551 -0.632653
0 -0.877551 -0.591837
0 -0.877551 -0.55102
0 -0.877551 -0.510204
0 -0.877551 -0.469388
0 -0.877551 -0.428571
0 -0.877551 -0.387755
0 -0.877551 -0.346939
0 -0.877551 -0.306122
0 -0.877551 -0.265306
0 -0.877551 -0.22449
0 -0.877551 -0.183673
0 -0.877551 -0.142857
0 -0.877551 -0.102041
0 -0.877551 -0.0612245
0 -0.877551 -0.0204082
0 -0.877551 0.0204082
0 -0.877551 0.0612245
0 -0.877551 0.102041
0 -0.877551 0.142857
0 -0.877551 0.183673
0 -0.877551 0.22449
0 -0.877551 0.265306
0 -0.877551 0.306122
0 -0.877551 0.346939
0 -0.877551 0.387755
0 -0.877551 0.428571
